SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
HDFCLIFE,EQ,13-Jan-2026,754.65,750.1,757.7,742.6,750.0,748.5,748.89,1820910,13636.57,45940, 782114, 42.95
HINDALCO,EQ,13-Jan-2026,920.15,927.4,937.9,922.95,935.0,936.3,932.05,6868939,64021.66,121474, 3934711, 57.28
HINDUNILVR,EQ,13-Jan-2026,2406.2,2415.1,2422.2,2365.0,2389.5,2389.5,2385.94,1519683,36258.72,68250, 595179, 39.16
ICICIBANK,EQ,13-Jan-2026,1413.1,1420.0,1441.8,1411.1,1436.5,1437.0,1432.77,14295581,204822.94,324654, 7660517, 53.59
INDIGO,EQ,13-Jan-2026,4850.0,4832.5,4848.5,4725.0,4753.5,4759.5,4777.86,1339651,64006.67,84056, 762793, 56.94
INFY,EQ,13-Jan-2026,1595.9,1618.0,1618.0,1586.4,1600.0,1599.0,1595.24,8080618,128905.14,176411, 3987983, 49.35
ITC,EQ,13-Jan-2026,338.4,339.0,339.5,333.7,334.3,334.7,335.34,24922339,83575.07,237948, 14312199, 57.43
JIOFIN,EQ,13-Jan-2026,288.25,289.1,290.2,281.9,284.15,284.6,284.72,12956779,36891.05,86292, 5523560, 42.63
JSWSTEEL,EQ,13-Jan-2026,1182.7,1182.7,1194.8,1168.4,1178.1,1178.1,1181.8,1570887,18564.71,35071, 626417, 39.88
KOTAKBANK,EQ,13-Jan-2026,2133.3,2126.9,2144.4,2120.0,2132.0,2132.6,2131.24,2543530,54208.62,82745, 1795960, 70.61
LT,EQ,13-Jan-2026,4019.0,4028.0,4028.0,3837.0,3890.0,3887.4,3896.1,4978634,193972.51,257347, 2223057, 44.65
M&M,EQ,13-Jan-2026,3682.0,3717.0,3717.0,3631.5,3658.0,3661.5,3654.66,1700985,62165.28,102955, 702241, 41.28
MARUTI,EQ,13-Jan-2026,16582.0,16662.0,16726.0,16293.0,16387.0,16426.0,16444.13,312205,51339.4,51846, 170435, 54.59
MAXHEALTH,EQ,13-Jan-2026,1013.7,1013.7,1031.7,1003.3,1029.9,1028.2,1015.64,2787265,28308.53,52449, 1903960, 68.31
NESTLEIND,EQ,13-Jan-2026,1312.4,1312.4,1321.9,1309.0,1315.6,1318.7,1315.97,1316337,17322.65,53454, 907110, 68.91
NTPC,EQ,13-Jan-2026,337.45,337.45,339.25,335.05,337.95,337.9,337.28,5583379,18831.69,60455, 3256176, 58.32
ONGC,EQ,13-Jan-2026,235.71,238.0,244.15,235.8,243.5,243.78,242.0,22527192,54516.12,137249, 11619913, 51.58
POWERGRID,EQ,13-Jan-2026,258.55,259.05,259.95,256.1,259.2,258.8,258.22,9734559,25136.69,91997, 6410777, 65.86
RELIANCE,EQ,13-Jan-2026,1483.2,1485.0,1485.8,1444.7,1456.9,1452.8,1457.67,13499760,196781.31,289198, 5901025, 43.71
SBILIFE,EQ,13-Jan-2026,2098.0,2090.0,2102.1,2071.7,2076.9,2082.4,2086.11,425540,8877.24,27843, 203627, 47.85
SBIN,EQ,13-Jan-2026,1015.15,1022.8,1029.5,1016.0,1028.5,1028.45,1025.2,11016895,112944.66,165775, 6911009, 62.73
SHRIRAMFIN,EQ,13-Jan-2026,972.8,975.0,987.65,969.2,980.0,979.05,978.32,3860197,37765.2,70259, 1775567, 46.00
SUNPHARMA,EQ,13-Jan-2026,1736.0,1743.0,1743.8,1712.1,1727.9,1728.7,1722.48,1770082,30489.36,42237, 1188052, 67.12
TATACONSUM,EQ,13-Jan-2026,1192.3,1190.0,1198.3,1181.3,1188.8,1189.4,1190.79,598454,7126.34,25663, 300718, 50.25
TATASTEEL,EQ,13-Jan-2026,183.24,183.5,184.39,181.1,182.45,182.57,182.74,19155081,35004.09,128721, 7477338, 39.04
TCS,EQ,13-Jan-2026,3239.6,3245.0,3280.0,3210.5,3263.0,3268.0,3251.44,5645341,183554.98,198353, 2928026, 51.87
TECHM,EQ,13-Jan-2026,1586.1,1582.0,1622.9,1582.0,1610.0,1614.8,1608.54,2573438,41394.83,69930, 1339695, 52.06
TITAN,EQ,13-Jan-2026,4231.6,4231.6,4267.6,4210.0,4233.5,4239.2,4245.02,770707,32716.7,48583, 443865, 57.59
TMPV,EQ,13-Jan-2026,350.55,350.65,351.9,345.6,348.45,349.75,348.4,7527115,26224.7,103315, 3572599, 47.46
TRENT,EQ,13-Jan-2026,4056.4,4058.0,4060.0,3827.8,3906.0,3921.9,3924.92,1652142,64845.2,105730, 601238, 36.39
ULTRACEMCO,EQ,13-Jan-2026,12098.0,12050.0,12199.0,11936.0,12015.0,12044.0,12070.14,290750,35093.95,44327, 178034, 61.23
WIPRO,EQ,13-Jan-2026,263.1,263.45,264.85,261.3,264.4,264.2,263.22,6931244,18244.24,51936, 3655815, 52.74
ADANIENT,EQ,13-Feb-2026,2211.8,2210.0,2210.0,2124.2,2127.0,2136.6,2153.02,1489548,32070.19,57301, 465452, 31.25
ADANIPORTS,EQ,13-Feb-2026,1543.7,1543.0,1543.0,1507.0,1508.0,1519.0,1519.98,1838361,27942.7,67996, 1095161, 59.57
APOLLOHOSP,EQ,13-Feb-2026,7539.0,7518.0,7598.0,7485.0,7525.0,7542.5,7559.93,431623,32630.38,65138, 241773, 56.01
ASIANPAINT,EQ,13-Feb-2026,2410.5,2408.9,2411.8,2360.1,2368.2,2366.4,2380.5,675635,16083.52,54629, 404485, 59.87
AXISBANK,EQ,13-Feb-2026,1340.0,1341.3,1346.5,1316.1,1330.8,1332.3,1331.02,4624549,61553.67,147437, 2935990, 63.49
BAJAJ-AUTO,EQ,13-Feb-2026,9840.0,9800.5,9900.5,9720.0,9748.0,9760.0,9804.34,120688,11832.67,23999, 48389, 40.09
BAJAJFINSV,EQ,13-Feb-2026,2037.1,2035.0,2035.0,2012.7,2027.0,2023.2,2023.4,756233,15301.6,50155, 496075, 65.60
BAJFINANCE,EQ,13-Feb-2026,999.1,995.0,1032.0,992.8,1030.0,1024.75,1015.64,21613987,219519.45,237289, 14067308, 65.08
BEL,EQ,13-Feb-2026,443.9,443.9,446.2,432.8,435.0,435.55,440.91,14086068,62107.53,141106, 6730085, 47.78
BHARTIARTL,EQ,13-Feb-2026,2014.5,2013.9,2024.2,1992.0,1993.0,2004.7,2009.88,4808543,96646.13,128252, 2848028, 59.23
CIPLA,EQ,13-Feb-2026,1330.0,1328.0,1336.1,1315.8,1331.7,1331.5,1327.88,1236946,16425.15,43699, 701183, 56.69
COALINDIA,EQ,13-Feb-2026,419.15,412.3,417.6,408.1,409.3,408.95,410.83,8190851,33650.85,106453, 3677393, 44.90
DRREDDY,EQ,13-Feb-2026,1274.9,1274.0,1279.3,1263.6,1269.7,1268.1,1270.55,838946,10659.19,39616, 511983, 61.03
EICHERMOT,EQ,13-Feb-2026,7943.0,7900.0,8119.0,7886.5,8067.0,8065.0,8038.29,967939,77805.79,87424, 429182, 44.34
ETERNAL,EQ,13-Feb-2026,298.0,298.0,300.0,283.8,285.2,285.2,287.88,47583835,136982.63,275857, 27110514, 56.97
GRASIM,EQ,13-Feb-2026,2925.5,2929.3,2934.0,2877.4,2877.4,2888.0,2909.07,419620,12207.04,63724, 242881, 57.88
HCLTECH,EQ,13-Feb-2026,1476.1,1423.0,1476.8,1396.0,1458.0,1455.2,1439.36,7214938,103848.73,258495, 3634405, 50.37
HDFCBANK,EQ,13-Feb-2026,920.6,913.0,928.2,901.0,903.9,903.9,912.26,50188359,457848.3,361977, 39907545, 79.52
HDFCLIFE,EQ,13-Feb-2026,702.7,702.0,707.55,695.05,696.85,696.8,699.49,2076033,14521.58,50600, 1346979, 64.88
HINDALCO,EQ,13-Feb-2026,964.4,923.55,932.65,901.0,905.75,909.0,913.0,10170485,92856.05,257593, 4185777, 41.16
HINDUNILVR,EQ,13-Feb-2026,2409.7,2400.0,2400.0,2300.3,2305.0,2305.2,2334.2,2791519,65159.62,123670, 1489677, 53.36
ICICIBANK,EQ,13-Feb-2026,1430.0,1425.3,1434.4,1410.7,1415.5,1414.6,1417.7,12228083,173358.1,331274, 9346512, 76.43
INDIGO,EQ,13-Feb-2026,4982.8,4966.0,4988.0,4900.6,4928.1,4929.2,4935.15,232702,11484.2,25494, 110784, 47.61
INFY,EQ,13-Feb-2026,1386.0,1293.9,1377.3,1281.5,1369.0,1369.1,1335.86,45785709,611634.53,866417, 20879125, 45.60
ITC,EQ,13-Feb-2026,317.45,316.0,318.4,313.25,313.6,313.75,315.37,8730618,27533.41,131785, 5066684, 58.03
JIOFIN,EQ,13-Feb-2026,267.55,265.0,267.25,262.85,263.85,263.95,264.52,12222314,32330.71,85903, 7713824, 63.11
JSWSTEEL,EQ,13-Feb-2026,1247.9,1240.0,1247.8,1225.2,1229.1,1232.0,1234.38,1726700,21314.06,45314, 1079408, 62.51
KOTAKBANK,EQ,13-Feb-2026,426.25,426.0,428.9,419.55,421.9,420.65,421.73,23233320,97982.55,130128, 16123696, 69.40
LT,EQ,13-Feb-2026,4185.9,4174.1,4199.0,4134.1,4172.0,4173.9,4175.19,2234376,93289.35,147111, 1698283, 76.01
M&M,EQ,13-Feb-2026,3593.1,3530.0,3596.5,3520.3,3533.0,3533.4,3556.03,1632115,58038.47,127136, 917838, 56.24
MARUTI,EQ,13-Feb-2026,15326.0,15309.0,15434.0,15190.0,15211.0,15237.0,15307.46,208645,31938.25,40029, 97530, 46.74
MAXHEALTH,EQ,13-Feb-2026,1062.9,1062.0,1067.95,1044.15,1049.0,1053.6,1053.93,2745794,28938.71,67213, 1738664, 63.32
NESTLEIND,EQ,13-Feb-2026,1305.5,1305.0,1310.4,1278.0,1278.0,1282.6,1287.98,522586,6730.79,37039, 320128, 61.26
NTPC,EQ,13-Feb-2026,368.25,367.55,368.0,362.4,364.0,363.0,364.19,7111972,25901.34,105259, 5120121, 71.99
ONGC,EQ,13-Feb-2026,276.35,270.0,271.35,266.0,267.5,267.4,268.08,20748628,55623.34,256384, 12011351, 57.89
POWERGRID,EQ,13-Feb-2026,293.9,292.0,294.3,286.85,287.4,287.2,289.31,10914157,31576.19,88001, 7656624, 70.15
RELIANCE,EQ,13-Feb-2026,1448.9,1445.5,1450.7,1416.3,1418.6,1419.6,1423.73,10755693,153132.22,182348, 6850399, 63.69
SBILIFE,EQ,13-Feb-2026,2022.1,2039.0,2043.9,2005.2,2039.0,2034.2,2030.01,1240712,25186.59,59491, 619787, 49.95
SBIN,EQ,13-Feb-2026,1192.4,1189.0,1201.0,1184.5,1196.3,1198.6,1194.68,18141390,216731.3,226098, 11464332, 63.19
SHRIRAMFIN,EQ,13-Feb-2026,1082.8,1081.8,1086.0,1060.0,1063.9,1065.8,1068.87,4555743,48694.95,93630, 2615249, 57.41
SUNPHARMA,EQ,13-Feb-2026,1714.9,1714.9,1719.0,1694.6,1699.1,1697.5,1704.75,1148165,19573.33,57795, 840932, 73.24
TATACONSUM,EQ,13-Feb-2026,1149.3,1148.9,1154.0,1125.4,1130.3,1132.2,1137.45,525887,5981.71,25039, 292377, 55.60
TATASTEEL,EQ,13-Feb-2026,208.11,206.59,206.85,202.56,202.98,203.18,204.55,25870923,52920.05,251120, 11532430, 44.58
TCS,EQ,13-Feb-2026,2750.1,2585.0,2713.0,2585.0,2695.0,2692.2,2649.41,11168735,295906.0,415060, 4653582, 41.67
TECHM,EQ,13-Feb-2026,1536.6,1482.6,1548.0,1464.4,1534.0,1534.4,1515.28,7058376,106954.38,187637, 3395492, 48.11
TITAN,EQ,13-Feb-2026,4275.8,4267.3,4271.8,4164.8,4175.0,4179.2,4215.93,524758,22123.41,54022, 253518, 48.31
TMPV,EQ,13-Feb-2026,383.45,379.0,387.5,374.4,378.0,380.25,380.98,15565868,59303.48,121721, 9040190, 58.08
TRENT,EQ,13-Feb-2026,4285.6,4247.1,4299.0,4195.1,4249.0,4252.0,4253.76,665095,28291.57,61613, 295256, 44.39
ULTRACEMCO,EQ,13-Feb-2026,13029.0,13012.0,13025.0,12873.0,12977.0,12963.0,12945.07,178236,23072.78,38308, 118959, 66.74
WIPRO,EQ,13-Feb-2026,219.08,210.65,216.48,209.01,214.38,214.09,212.96,23721186,50516.43,223527, 6905411, 29.11
ADANIENT,EQ,14-Jan-2026,2158.5,2156.0,2169.0,2142.0,2152.0,2153.3,2156.29,618139,13328.88,31911, 210391, 34.04
ADANIPORTS,EQ,14-Jan-2026,1428.6,1429.0,1438.9,1423.0,1429.0,1430.0,1431.1,1278819,18301.22,43686, 772335, 60.39
APOLLOHOSP,EQ,14-Jan-2026,7311.5,7258.0,7325.5,7242.5,7265.0,7272.5,7283.68,383251,27914.77,45750, 268309, 70.01
ASIANPAINT,EQ,14-Jan-2026,2886.3,2884.0,2884.0,2807.3,2817.0,2813.9,2830.57,958254,27124.07,77292, 480876, 50.18
AXISBANK,EQ,14-Jan-2026,1262.0,1255.0,1308.0,1253.5,1299.0,1298.8,1289.79,7776704,100303.01,126758, 4758456, 61.19
BAJAJ-AUTO,EQ,14-Jan-2026,9554.0,9576.0,9610.0,9494.0,9570.0,9579.5,9551.63,335206,32017.65,47780, 202147, 60.31
BAJAJFINSV,EQ,14-Jan-2026,2011.2,2003.5,2015.8,1993.6,2002.6,2000.9,2004.4,1062849,21303.75,37801, 650663, 61.22
BAJFINANCE,EQ,14-Jan-2026,949.0,947.0,953.9,943.15,944.8,945.95,948.55,4452202,42231.14,110550, 2681329, 60.22
BEL,EQ,14-Jan-2026,413.7,411.0,420.8,411.0,417.55,417.6,418.13,17676239,73909.99,139067, 10862396, 61.45
BHARTIARTL,EQ,14-Jan-2026,2026.9,2015.1,2034.0,2008.7,2021.0,2022.5,2021.86,4842964,97917.98,173040, 2819963, 58.23
CIPLA,EQ,14-Jan-2026,1448.3,1443.8,1449.8,1425.7,1433.5,1434.5,1433.68,1775529,25455.33,65863, 1023366, 57.64
COALINDIA,EQ,14-Jan-2026,428.9,428.0,442.0,427.4,431.7,432.2,436.81,17125550,74806.41,188788, 7679005, 44.84
DRREDDY,EQ,14-Jan-2026,1191.3,1191.1,1195.0,1176.1,1191.5,1186.5,1185.25,2834908,33600.69,63293, 1817411, 64.11
EICHERMOT,EQ,14-Jan-2026,7404.0,7390.0,7390.0,7236.0,7370.0,7358.0,7313.34,426082,31160.81,66658, 250019, 58.68
ETERNAL,EQ,14-Jan-2026,294.55,292.5,299.9,291.0,298.8,299.25,296.69,48489262,143861.96,174024, 32848664, 67.74
GRASIM,EQ,14-Jan-2026,2774.2,2774.0,2821.1,2755.1,2796.0,2795.8,2796.79,452326,12650.59,27568, 217569, 48.10
HCLTECH,EQ,14-Jan-2026,1665.0,1665.0,1677.9,1649.2,1669.9,1668.5,1667.72,2470615,41202.85,85398, 1660046, 67.19
HDFCBANK,EQ,14-Jan-2026,937.35,930.0,940.05,920.2,925.0,925.45,929.85,36688248,341144.24,306076, 27700155, 75.50
HDFCLIFE,EQ,14-Jan-2026,748.5,742.0,753.75,741.85,743.9,743.2,747.06,2909648,21736.85,42839, 1841878, 63.30
HINDALCO,EQ,14-Jan-2026,936.3,941.0,959.0,936.75,955.9,955.35,951.18,7050653,67064.52,141736, 3564286, 50.55
HINDUNILVR,EQ,14-Jan-2026,2389.5,2398.9,2398.9,2341.0,2350.0,2353.5,2355.17,1027639,24202.67,64963, 574246, 55.88
ICICIBANK,EQ,14-Jan-2026,1437.0,1425.6,1443.9,1414.9,1416.6,1418.4,1425.59,13832255,197190.79,258446, 7806913, 56.44
INDIGO,EQ,14-Jan-2026,4759.5,4730.0,4756.5,4701.0,4738.0,4733.0,4736.4,1059301,50172.76,81904, 739721, 69.83
INFY,EQ,14-Jan-2026,1599.0,1588.0,1617.0,1583.1,1608.9,1599.8,1598.47,7557157,120798.67,157399, 4015848, 53.14
ITC,EQ,14-Jan-2026,334.7,336.0,336.0,333.45,334.85,334.75,334.9,14913422,49945.08,206398, 9290859, 62.30
JIOFIN,EQ,14-Jan-2026,284.6,281.95,287.85,281.85,287.3,287.0,286.23,6701056,19180.5,60453, 2625844, 39.19
JSWSTEEL,EQ,14-Jan-2026,1178.1,1179.9,1201.9,1170.3,1185.7,1181.8,1188.44,2281726,27116.92,71180, 1202239, 52.69
KOTAKBANK,EQ,14-Jan-2026,2132.6,426.0,427.6,418.8,420.2,421.0,424.04,10818517,45875.03,167999, 7414337, 68.53
LT,EQ,14-Jan-2026,3887.4,3900.0,3904.9,3856.6,3868.0,3865.8,3878.74,1914244,74248.57,126414, 978315, 51.11
M&M,EQ,14-Jan-2026,3661.5,3663.0,3682.0,3635.1,3646.5,3649.5,3655.07,1573135,57499.22,132116, 1020657, 64.88
MARUTI,EQ,14-Jan-2026,16426.0,16390.0,16412.0,16090.0,16148.0,16152.0,16219.81,240043,38934.51,45952, 122284, 50.94
MAXHEALTH,EQ,14-Jan-2026,1028.2,1019.0,1040.0,1019.0,1034.6,1033.6,1032.9,3215727,33215.16,52128, 2040468, 63.45
NESTLEIND,EQ,14-Jan-2026,1318.7,1321.0,1328.2,1302.2,1307.0,1307.1,1313.88,904110,11878.92,34191, 483024, 53.43
NTPC,EQ,14-Jan-2026,337.9,338.9,350.5,337.45,349.0,349.1,347.49,20389924,70853.02,233158, 14137913, 69.34
ONGC,EQ,14-Jan-2026,243.78,243.99,251.0,243.58,247.98,248.23,248.46,33094088,82225.35,219517, 18603428, 56.21
POWERGRID,EQ,14-Jan-2026,258.8,257.1,259.7,256.75,258.2,258.35,258.35,15435341,39877.91,135961, 10105039, 65.47
RELIANCE,EQ,14-Jan-2026,1452.8,1444.0,1467.0,1440.2,1458.8,1458.8,1458.22,8321764,121349.51,167816, 3893699, 46.79
SBILIFE,EQ,14-Jan-2026,2082.4,2070.2,2082.0,2063.3,2067.4,2068.8,2071.76,942775,19532.0,36612, 671245, 71.20
SBIN,EQ,14-Jan-2026,1028.45,1030.0,1030.4,1020.5,1030.0,1028.35,1026.09,7370514,75627.77,131534, 3757925, 50.99
SHRIRAMFIN,EQ,14-Jan-2026,979.05,980.0,990.5,970.4,979.8,981.1,980.53,3846614,37717.04,76284, 2227304, 57.90
SUNPHARMA,EQ,14-Jan-2026,1728.7,1737.1,1737.1,1689.2,1706.3,1700.7,1701.62,2479677,42194.73,94476, 1558003, 62.83
TATACONSUM,EQ,14-Jan-2026,1189.4,1189.4,1191.0,1168.6,1169.0,1171.4,1174.6,577684,6785.45,35722, 318891, 55.20
TATASTEEL,EQ,14-Jan-2026,182.57,182.57,190.65,181.66,189.35,189.25,188.13,55907778,105179.27,258123, 21885610, 39.15
TCS,EQ,14-Jan-2026,3268.0,3260.0,3260.0,3183.0,3197.8,3192.5,3205.64,3539511,113463.86,146477, 2236476, 63.19
TECHM,EQ,14-Jan-2026,1614.8,1612.9,1613.0,1583.1,1592.2,1588.5,1598.9,1570385,25108.82,48075, 1088776, 69.33
TITAN,EQ,14-Jan-2026,4239.2,4241.9,4283.0,4211.0,4215.0,4221.5,4244.05,998692,42385.03,66594, 647532, 64.84
TMPV,EQ,14-Jan-2026,349.75,349.0,354.0,347.1,349.0,349.8,351.19,6249594,21948.1,89759, 3367827, 53.89
TRENT,EQ,14-Jan-2026,3921.9,3906.0,3950.0,3886.2,3930.0,3932.2,3920.29,721954,28302.67,42334, 344461, 47.71
ULTRACEMCO,EQ,14-Jan-2026,12044.0,12074.0,12323.0,11942.0,12242.0,12255.0,12227.31,408660,49968.12,84007, 250423, 61.28
WIPRO,EQ,14-Jan-2026,264.2,264.0,264.0,259.6,260.95,260.2,260.83,5625861,14673.65,62045, 3071443, 54.60
ADANIENT,EQ,14-Jan-2026,2158.5,2156.0,2169.0,2142.0,2152.0,2153.3,2156.29,618139,13328.88,31911, 210391, 34.04
ADANIPORTS,EQ,14-Jan-2026,1428.6,1429.0,1438.9,1423.0,1429.0,1430.0,1431.1,1278819,18301.22,43686, 772335, 60.39
APOLLOHOSP,EQ,14-Jan-2026,7311.5,7258.0,7325.5,7242.5,7265.0,7272.5,7283.68,383251,27914.77,45750, 268309, 70.01
ASIANPAINT,EQ,14-Jan-2026,2886.3,2884.0,2884.0,2807.3,2817.0,2813.9,2830.57,958254,27124.07,77292, 480876, 50.18
AXISBANK,EQ,14-Jan-2026,1262.0,1255.0,1308.0,1253.5,1299.0,1298.8,1289.79,7776704,100303.01,126758, 4758456, 61.19
BAJAJ-AUTO,EQ,14-Jan-2026,9554.0,9576.0,9610.0,9494.0,9570.0,9579.5,9551.63,335206,32017.65,47780, 202147, 60.31
BAJAJFINSV,EQ,14-Jan-2026,2011.2,2003.5,2015.8,1993.6,2002.6,2000.9,2004.4,1062849,21303.75,37801, 650663, 61.22
BAJFINANCE,EQ,14-Jan-2026,949.0,947.0,953.9,943.15,944.8,945.95,948.55,4452202,42231.14,110550, 2681329, 60.22
BEL,EQ,14-Jan-2026,413.7,411.0,420.8,411.0,417.55,417.6,418.13,17676239,73909.99,139067, 10862396, 61.45
BHARTIARTL,EQ,14-Jan-2026,2026.9,2015.1,2034.0,2008.7,2021.0,2022.5,2021.86,4842964,97917.98,173040, 2819963, 58.23
CIPLA,EQ,14-Jan-2026,1448.3,1443.8,1449.8,1425.7,1433.5,1434.5,1433.68,1775529,25455.33,65863, 1023366, 57.64
COALINDIA,EQ,14-Jan-2026,428.9,428.0,442.0,427.4,431.7,432.2,436.81,17125550,74806.41,188788, 7679005, 44.84
DRREDDY,EQ,14-Jan-2026,1191.3,1191.1,1195.0,1176.1,1191.5,1186.5,1185.25,2834908,33600.69,63293, 1817411, 64.11
EICHERMOT,EQ,14-Jan-2026,7404.0,7390.0,7390.0,7236.0,7370.0,7358.0,7313.34,426082,31160.81,66658, 250019, 58.68
ETERNAL,EQ,14-Jan-2026,294.55,292.5,299.9,291.0,298.8,299.25,296.69,48489262,143861.96,174024, 32848664, 67.74
GRASIM,EQ,14-Jan-2026,2774.2,2774.0,2821.1,2755.1,2796.0,2795.8,2796.79,452326,12650.59,27568, 217569, 48.10
HCLTECH,EQ,14-Jan-2026,1665.0,1665.0,1677.9,1649.2,1669.9,1668.5,1667.72,2470615,41202.85,85398, 1660046, 67.19
HDFCBANK,EQ,14-Jan-2026,937.35,930.0,940.05,920.2,925.0,925.45,929.85,36688248,341144.24,306076, 27700155, 75.50
HDFCLIFE,EQ,14-Jan-2026,748.5,742.0,753.75,741.85,743.9,743.2,747.06,2909648,21736.85,42839, 1841878, 63.30
HINDALCO,EQ,14-Jan-2026,936.3,941.0,959.0,936.75,955.9,955.35,951.18,7050653,67064.52,141736, 3564286, 50.55
HINDUNILVR,EQ,14-Jan-2026,2389.5,2398.9,2398.9,2341.0,2350.0,2353.5,2355.17,1027639,24202.67,64963, 574246, 55.88
ICICIBANK,EQ,14-Jan-2026,1437.0,1425.6,1443.9,1414.9,1416.6,1418.4,1425.59,13832255,197190.79,258446, 7806913, 56.44
INDIGO,EQ,14-Jan-2026,4759.5,4730.0,4756.5,4701.0,4738.0,4733.0,4736.4,1059301,50172.76,81904, 739721, 69.83
INFY,EQ,14-Jan-2026,1599.0,1588.0,1617.0,1583.1,1608.9,1599.8,1598.47,7557157,120798.67,157399, 4015848, 53.14
ITC,EQ,14-Jan-2026,334.7,336.0,336.0,333.45,334.85,334.75,334.9,14913422,49945.08,206398, 9290859, 62.30
JIOFIN,EQ,14-Jan-2026,284.6,281.95,287.85,281.85,287.3,287.0,286.23,6701056,19180.5,60453, 2625844, 39.19
JSWSTEEL,EQ,14-Jan-2026,1178.1,1179.9,1201.9,1170.3,1185.7,1181.8,1188.44,2281726,27116.92,71180, 1202239, 52.69
KOTAKBANK,EQ,14-Jan-2026,2132.6,426.0,427.6,418.8,420.2,421.0,424.04,10818517,45875.03,167999, 7414337, 68.53
LT,EQ,14-Jan-2026,3887.4,3900.0,3904.9,3856.6,3868.0,3865.8,3878.74,1914244,74248.57,126414, 978315, 51.11
M&M,EQ,14-Jan-2026,3661.5,3663.0,3682.0,3635.1,3646.5,3649.5,3655.07,1573135,57499.22,132116, 1020657, 64.88
MARUTI,EQ,14-Jan-2026,16426.0,16390.0,16412.0,16090.0,16148.0,16152.0,16219.81,240043,38934.51,45952, 122284, 50.94
MAXHEALTH,EQ,14-Jan-2026,1028.2,1019.0,1040.0,1019.0,1034.6,1033.6,1032.9,3215727,33215.16,52128, 2040468, 63.45
NESTLEIND,EQ,14-Jan-2026,1318.7,1321.0,1328.2,1302.2,1307.0,1307.1,1313.88,904110,11878.92,34191, 483024, 53.43
NTPC,EQ,14-Jan-2026,337.9,338.9,350.5,337.45,349.0,349.1,347.49,20389924,70853.02,233158, 14137913, 69.34
ONGC,EQ,14-Jan-2026,243.78,243.99,251.0,243.58,247.98,248.23,248.46,33094088,82225.35,219517, 18603428, 56.21
POWERGRID,EQ,14-Jan-2026,258.8,257.1,259.7,256.75,258.2,258.35,258.35,15435341,39877.91,135961, 10105039, 65.47
RELIANCE,EQ,14-Jan-2026,1452.8,1444.0,1467.0,1440.2,1458.8,1458.8,1458.22,8321764,121349.51,167816, 3893699, 46.79
SBILIFE,EQ,14-Jan-2026,2082.4,2070.2,2082.0,2063.3,2067.4,2068.8,2071.76,942775,19532.0,36612, 671245, 71.20
SBIN,EQ,14-Jan-2026,1028.45,1030.0,1030.4,1020.5,1030.0,1028.35,1026.09,7370514,75627.77,131534, 3757925, 50.99
SHRIRAMFIN,EQ,14-Jan-2026,979.05,980.0,990.5,970.4,979.8,981.1,980.53,3846614,37717.04,76284, 2227304, 57.90
SUNPHARMA,EQ,14-Jan-2026,1728.7,1737.1,1737.1,1689.2,1706.3,1700.7,1701.62,2479677,42194.73,94476, 1558003, 62.83
TATACONSUM,EQ,14-Jan-2026,1189.4,1189.4,1191.0,1168.6,1169.0,1171.4,1174.6,577684,6785.45,35722, 318891, 55.20
TATASTEEL,EQ,14-Jan-2026,182.57,182.57,190.65,181.66,189.35,189.25,188.13,55907778,105179.27,258123, 21885610, 39.15
TCS,EQ,14-Jan-2026,3268.0,3260.0,3260.0,3183.0,3197.8,3192.5,3205.64,3539511,113463.86,146477, 2236476, 63.19
TECHM,EQ,14-Jan-2026,1614.8,1612.9,1613.0,1583.1,1592.2,1588.5,1598.9,1570385,25108.82,48075, 1088776, 69.33
TITAN,EQ,14-Jan-2026,4239.2,4241.9,4283.0,4211.0,4215.0,4221.5,4244.05,998692,42385.03,66594, 647532, 64.84
TMPV,EQ,14-Jan-2026,349.75,349.0,354.0,347.1,349.0,349.8,351.19,6249594,21948.1,89759, 3367827, 53.89
TRENT,EQ,14-Jan-2026,3921.9,3906.0,3950.0,3886.2,3930.0,3932.2,3920.29,721954,28302.67,42334, 344461, 47.71
ULTRACEMCO,EQ,14-Jan-2026,12044.0,12074.0,12323.0,11942.0,12242.0,12255.0,12227.31,408660,49968.12,84007, 250423, 61.28
WIPRO,EQ,14-Jan-2026,264.2,264.0,264.0,259.6,260.95,260.2,260.83,5625861,14673.65,62045, 3071443, 54.60
ADANIENT,EQ,16-Jan-2026,2153.3,2162.8,2193.9,2152.1,2159.0,2157.3,2173.47,758469,16485.08,35470, 273396, 36.05
ADANIPORTS,EQ,16-Jan-2026,1430.0,1430.0,1448.0,1416.1,1424.3,1421.9,1432.93,1556318,22301.0,48618, 839535, 53.94
APOLLOHOSP,EQ,16-Jan-2026,7272.5,6950.0,7299.0,6950.0,7230.0,7235.5,7226.7,501597,36248.89,61867, 330666, 65.92
ASIANPAINT,EQ,16-Jan-2026,2813.9,2787.9,2826.5,2750.5,2756.7,2756.9,2791.78,1143463,31922.96,64490, 690509, 60.39
